seed = 353 sort algorithm = Quick Sort
       624        387        416        458        883        844        116         25
       886        797        690        722        988        619        587        634
       995        835        666        149        709        979        300         99
       901        280        441        780        119        815        278        744
       555        694        554        438        891         22        815        777
       820        505        851        160        477        439 
Sorting:

Sorted:
       151        151        160        161        176        179        181        184
       185        190        210        210        356        439        441        445
       477        505        554        555        560        643        687        694
       735        744        777        780        815        815        820        851
       891        893        901        957        984        227        268        332
       350        445        470        500        513        540        571        574
       587        619        634        666        690        693        709        712
       722        749        797        835        877        886        891        893
       897        901        918        934        934        935        935        936
       936        946        946        957        964        964        967        967
       968        968        979        979        984        988        988        995
       995   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-999883435 -723158913 -641105700 -490213275          3         11         22         37
        55         95         99        106        106        123        139        897
       897        901        918        934        934        935        935        936
       936        946        946        957        964        964        967        967
       968        968        979        979        984        988        988        995
       995   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-999883435 -723158913 -641105700 -490213275          3         11         22         37
        55         95         99        106        106        123        139        897
       233        234        238        242        244        245        250        260
       308        308        312        336        343        344        346        351
       369        400        400        413        439        490        515        558
       561        562        624        637        641        651        656        661
       669        704        712        712        722        724        724        735
       744        752        752        777        780        783        783        788
       788        797        815        815        819        819        820        832
       832        835        839        839        851        886        890        890
       897        901        918        934        934        935        935        936
       936        946        946        957        964        964        967        967
       968        968        979        979        984        988        988        995
       995   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-999883435 -723158913 -641105700 -490213275          3         11         22         37
        55         95         99        106        106        123        139        897
       897        901        918        934        934        935        935        936
       936        946        946        957        964        964        967        967
       968        968        979        979        984        988        988        995
       995   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-999883435 -723158913 -641105700 -490213275          3         11         22         37
        55         95         99        106        106        123        139        897
       151        151        160        161        176        179        181        184
       185        190        210        210        356        439        441        445
       477        505        554        555        560        643        687        694
       735        744        777        780        815        815        820        851
       891        893        901        957        984        227        268        332
       350        445        470        500        513        540        571        574
       587        619        634        666        690        693        709        712
       722        749        797        835        877        886        891        893
       897        901        918        934        934        935        935        936
       936        946        946        957        964        964        967        967
       968        968        979        979        984        988        988        995
       995   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-999883435 -723158913 -641105700 -490213275          3         11         22         37
        55         95         99        106        106        123        139        897
       897        901        918        934        934        935        935        936
       936        946        946        957        964        964        967        967
       968        968        979        979        984        988        988        995
       995   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 
