seed = 7663 sort algorithm = Quick Sort
       774        375        608        681        522        988        150        845
       389        423        513        646        914        601        702        127
       319         91        820        924        404        851        353        362
       718        372        142        806        458        657        479        584
       384         87        265        906        427        416        752        168
       191        265        814        458        218        516 
Sorting:

Sorted:
-1625813011 -1357550910 -1355619262 -1345938988 -1323837443 -1003708927 -723158913         31
        34         59         66         74         87         91        113        127
       128        133        137        142        155        162        168        169
       176        187        191        218        244        250        262        265
       265        302        304        319        323        344        353        362
       372        373        377        384        389        391        395        398
       404        416        423        427        432        437        449        458
       458        474        479        485        500        503        506        513
       815        816        820        826        826        831        851        851
       867        875        894        903        906        906        912        912
       914        924        933        933        936        941        946        993
       993   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275        111        126        132        164        210        262
       288        326        450        492        516        769        814        814
       815        816        820        826        826        831        851        851
       867        875        894        903        906        906        912        912
       914        924        933        933        936        941        946        993
       993   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275        111        126        132        164        210        262
       288        326        450        492        516        769        814        814
       815        816        820        826        826        831        851        851
       867        875        894        903        906        906        912        912
       914        924        933        933        936        941        946        993
       993   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275        111        126        132        164        210        262
       288        326        450        492        516        769        814        814
       815        816        820        826        826        831        851        851
       867        875        894        903        906        906        912        912
       914        924        933        933        936        941        946        993
       993   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275        111        126        132        164        210        262
       288        326        450        492        516        769        814        814
       815        816        820        826        826        831        851        851
       867        875        894        903        906        906        912        912
       914        924        933        933        936        941        946        993
       993   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275        111        126        132        164        210        262
       288        326        450        492        516        769        814        814
       516        533        533        538        542        551        551        552
       556        562        567        567        572        572        578        582
       584        584        585        589        598        598        599        599
       600        601        610        620        620        622        622        622
       646        649        649        652        652        655        655        657
       657        680        702        709        718        718        719        721
       723        725        732        732        736        737        752        752
       763        769        786        795        802        804        806        806
       815        816        820        826        826        831        851        851
       867        875        894        903        906        906        912        912
       914        924        933        933        936        941        946        993
       993   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275        111        126        132        164        210        262
       288        326        450        492        516        769        814        814
       815        816        820        826        826        831        851        851
       867        875        894        903        906        906        912        912
       914        924        933        933        936        941        946        993
       993   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 
