seed = 7413 sort algorithm = Quick Sort
       892        958        830        523        125        149         59        736
       300        208        232        607        684        589        315        964
       768        859        857        142        500        294        851        976
       548        436        662        699        327        529         62        572
       839        892         95        965         41        154         53        341
       714        286        300        398        227        968 
Sorting:

Sorted:
       857        859        861        861        869        875        879        885
       891        892        892        901        919        927        942        951
       958        964        965        967        968        969        975        976
       998   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         22         31         38         41         53
        54         59         62         75         90         91         95        116
       154        180        208        227        230        230        232        233
       242        256        264        279        286        294        296        300
       300        315        318        327        341        347        357        358
       384        398        410        436        471        483        486        493
       500        501        510        519        521        524        529        530
       548        563        572        576        589        607        608        615
       617        630        653        657        662        666        667        671
       684        699        703        709        714        720        735        740
       857        859        861        861        869        875        879        885
       891        892        892        901        919        927        942        951
       958        964        965        967        968        969        975        976
       998   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         22         31         38         41         53
        54         59         62         75         90         91         95        116
       857        859        861        861        869        875        879        885
       891        892        892        901        919        927        942        951
       958        964        965        967        968        969        975        976
       998   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         22         31         38         41         53
        54         59         62         75         90         91         95        116
       857        859        861        861        869        875        879        885
       891        892        892        901        919        927        942        951
       958        964        965        967        968        969        975        976
       998   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         22         31         38         41         53
        54         59         62         75         90         91         95        116
       857        859        861        861        869        875        879        885
       891        892        892        901        919        927        942        951
       958        964        965        967        968        969        975        976
       998   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         22         31         38         41         53
        54         59         62         75         90         91         95        116
       857        859        861        861        869        875        879        885
       891        892        892        901        919        927        942        951
       958        964        965        967        968        969        975        976
       998   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         22         31         38         41         53
        54         59         62         75         90         91         95        116
       121        124        125        136        136        140        142        149
       149        156        167        184        259        260        280        288
       307        307        335        356        357        357        363        437
       464        467        469        476        484        496        515        523
       540        544        545        545        553        561        564        584
       613        630        649        685        696        736        744        768
       780        799        799        803        804        819        826        830
       830        832        836        839        842        843        843        851
       857        859        861        861        869        875        879        885
       891        892        892        901        919        927        942        951
       958        964        965        967        968        969        975        976
       998   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 
