seed = 8555 sort algorithm = Quick Sort
       752        132         33        667        881        991        890        547
       543        416        633         99        761        517        695        665
       545        263        338        874        312        470        745        327
       728        836        746        882        549        665        825        653
       797        859        672         30        202        563        577         97
       331        562        548         92         80        596 
Sorting:

Sorted:
-1625813011 -1357550910 -1355619262 -1345938988 -1323837443 -1003708927 -723158913 -641105700
         4         19         28         28         30         73         73         80
        84         85         85         92         97         99        159        180
       181        182        188        202        235        259        260        263
       312        324        327        327        331        331        338        341
       359        374        397        398        398        411        416        423
       457        470        485        491        493        517        543        545
       548        549        554        562        563        568        576        577
       762        763        795        797        803        825        826        827
       830        832        836        859        860        862        869        874
       882        884        910        923        928        931        931        954
       974   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         75         75         79         81        106
       107        141        141        153        156        158        161        172
       762        763        795        797        803        825        826        827
       830        832        836        859        860        862        869        874
       882        884        910        923        928        931        931        954
       974   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         75         75         79         81        106
       107        141        141        153        156        158        161        172
       762        763        795        797        803        825        826        827
       830        832        836        859        860        862        869        874
       882        884        910        923        928        931        931        954
       974   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         75         75         79         81        106
       107        141        141        153        156        158        161        172
       762        763        795        797        803        825        826        827
       830        832        836        859        860        862        869        874
       882        884        910        923        928        931        931        954
       974   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         75         75         79         81        106
       107        141        141        153        156        158        161        172
       762        763        795        797        803        825        826        827
       830        832        836        859        860        862        869        874
       882        884        910        923        928        931        931        954
       974   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         75         75         79         81        106
       107        141        141        153        156        158        161        172
       762        763        795        797        803        825        826        827
       830        832        836        859        860        862        869        874
       882        884        910        923        928        931        931        954
       974   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1355619262 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435
-723158913 -641105700 -490213275         75         75         79         81        106
       107        141        141        153        156        158        161        172
       173        218        236        241        277        292        307        327
       349        359        359        363        365        369        385        400
       420        422        435        443        466        477        487        489
       499        527        528        531        563        578        587        596
       596        597        600        614        633        636        640        641
       643        653        661        665        665        671        672        695
       704        715        728        730        735        739        741        745
       746        751        755        757        758        759        761        761
       762        763        795        797        803        825        826        827
       830        832        836        859        860        862        869        874
       882        884        910        923        928        931        931        954
       974   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 
